	Unnamed: 0.5	Unnamed: 0.4	Unnamed: 0.3	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	año	id_distrito	distrito	id_barrio	barrio	id_uso	uso	num_inmuebles	año_cons_medio	sup_cons	sup_suelo	valor_catastral	nueva_columna
394	394	394	394	394	394	394	2014	6	Tetuán	62	CUATRO CAMINOS	P	Edificio Singular	3	1969.0	64576.0		104293552.38	6734860438490.88
395	395	395	395	395	395	395	2014	6	Tetuán	62	CUATRO CAMINOS	R	Religioso	8	1964.0	15095.0		19738853.09	297957987393.55
396	396	396	396	396	396	396	2014	6	Tetuán	62	CUATRO CAMINOS	T	Espectáculos	6	1960.0	12664.0		15366410.54	194600223078.56
397	397	397	397	397	397	397	2014	6	Tetuán	62	CUATRO CAMINOS	V	Residencial	17907	1962.0	1867197.0		2599649340.41	4854057449465530.0
398	398	398	398	398	398	398	2014	6	Tetuán	62	CUATRO CAMINOS	Y	Sanidad y Beneficencia	13	1956.0	3977.0		5239493.3	20837464854.1
399	399	399	399	399	399	399	2014	6	Tetuán	63	CASTILLEJOS	A	Almacén-Estacionamiento	5969	1978.0	407418.0		201254923.44	81994878398077.92
400	400	400	400	400	400	400	2014	6	Tetuán	63	CASTILLEJOS	C	Comercial	828	1969.0	128411.0		216743846.93	27832294128128.23
401	401	401	401	401	401	401	2014	6	Tetuán	63	CASTILLEJOS	E	Cultural	9	1957.0	16312.0		14432342.9	235420377384.8
402	402	402	402	402	402	402	2014	6	Tetuán	63	CASTILLEJOS	G	Ocio y Hostelería	971	1972.0	102528.0		193199145.56	19808321995975.68
403	403	403	403	403	403	403	2014	6	Tetuán	63	CASTILLEJOS	I	Industrial	96	1965.0	26080.0		20525491.37	535304814929.6
404	404	404	404	404	404	404	2014	6	Tetuán	63	CASTILLEJOS	K	Deportivo	6	1968.0	9225.0		11139253.84	102759616674.0
405	405	405	405	405	405	405	2014	6	Tetuán	63	CASTILLEJOS	M	Suelos sin edificar, obras de urbanización y jardinería	9			1316.0	1935461.0	
406	406	406	406	406	406	406	2014	6	Tetuán	63	CASTILLEJOS	O	Oficinas	810	1973.0	435849.0		738628740.14	321930597761278.9
407	407	407	407	407	407	407	2014	6	Tetuán	63	CASTILLEJOS	P	Edificio Singular	5	1982.0	116312.0		197755539.41	23001342299855.92
408	408	408	408	408	408	408	2014	6	Tetuán	63	CASTILLEJOS	R	Religioso	4	1979.0	4582.0		5657871.65	25924367900.300003
409	409	409	409	409	409	409	2014	6	Tetuán	63	CASTILLEJOS	V	Residencial	11879	1969.0	1314974.0		1831839836.59	2408821757280098.5
410	410	410	410	410	410	410	2014	6	Tetuán	63	CASTILLEJOS	Y	Sanidad y Beneficencia	3	1972.0	579.0		933372.44	540422642.76
411	411	411	411	411	411	411	2014	6	Tetuán	64	ALMENARA	A	Almacén-Estacionamiento	6119	1991.0	231552.0		88340498.93	20455419208239.363
412	412	412	412	412	412	412	2014	6	Tetuán	64	ALMENARA	C	Comercial	928	1980.0	137845.0		178511044.6	24606854942887.0
413	413	413	413	413	413	413	2014	6	Tetuán	64	ALMENARA	E	Cultural	11	1970.0	52601.0		44683681.72	2350406342153.72
414	414	414	414	414	414	414	2014	6	Tetuán	64	ALMENARA	G	Ocio y Hostelería	2	1990.0	3309.0		2994551.77	9908971806.93
415	415	415	415	415	415	415	2014	6	Tetuán	64	ALMENARA	I	Industrial	66	1972.0	97678.0		121134105.18	11832137125772.04
416	416	416	416	416	416	416	2014	6	Tetuán	64	ALMENARA	K	Deportivo	2	1982.0	9193.0		9394847.2	86366830309.59999
417	417	417	417	417	417	417	2014	6	Tetuán	64	ALMENARA	M	Suelos sin edificar, obras de urbanización y jardinería	65			145957.0	41246373.0	
418	418	418	418	418	418	418	2014	6	Tetuán	64	ALMENARA	O	Oficinas	230	1978.0	97902.0		189926453.78	18594179677969.56
419	419	419	419	419	419	419	2014	6	Tetuán	64	ALMENARA	P	Edificio Singular	4	1996.0	16223.0		17920729.16	290727989162.68
420	420	420	420	420	420	420	2014	6	Tetuán	64	ALMENARA	R	Religioso	8	1968.0	3467.0		2982247.52	10339452151.84
421	421	421	421	421	421	421	2014	6	Tetuán	64	ALMENARA	V	Residencial	9998	1984.0	957208.0		1116085733.65	1068326192935649.2
422	422	422	422	422	422	422	2014	6	Tetuán	64	ALMENARA	Y	Sanidad y Beneficencia	14	1970.0	23902.0		26123332.7	624399898195.4
423	423	423	423	423	423	423	2014	6	Tetuán	65	VALDEACEDERAS	A	Almacén-Estacionamiento	6102	1995.0	232522.0		85791607.9	19948436252123.8
424	424	424	424	424	424	424	2014	6	Tetuán	65	VALDEACEDERAS	C	Comercial	885	1971.0	105931.0		111054740.66	11764139732854.46
425	425	425	425	425	425	425	2014	6	Tetuán	65	VALDEACEDERAS	E	Cultural	25	1974.0	23050.0		19876705.62	458158064541.0
426	426	426	426	426	426	426	2014	6	Tetuán	65	VALDEACEDERAS	G	Ocio y Hostelería	6	1964.0	1247.0		1563094.93	1949179377.71
427	427	427	427	427	427	427	2014	6	Tetuán	65	VALDEACEDERAS	I	Industrial	152	1966.0	30889.0		17988552.83	555648408365.87
428	428	428	428	428	428	428	2014	6	Tetuán	65	VALDEACEDERAS	K	Deportivo	8	1978.0	18524.0		12623227.11	233832658985.64
429	429	429	429	429	429	429	2014	6	Tetuán	65	VALDEACEDERAS	M	Suelos sin edificar, obras de urbanización y jardinería	217			62136.0	54079778.46	
430	430	430	430	430	430	430	2014	6	Tetuán	65	VALDEACEDERAS	O	Oficinas	124	1975.0	13605.0		13423653.22	182628802058.1
431	431	431	431	431	431	431	2014	6	Tetuán	65	VALDEACEDERAS	P	Edificio Singular	2	1972.0	3822.0		3433396.02	13122439588.44
432	432	432	432	432	432	432	2014	6	Tetuán	65	VALDEACEDERAS	R	Religioso	2	1970.0	1295.0		1188780.32	1539470514.4
433	433	433	433	433	433	433	2014	6	Tetuán	65	VALDEACEDERAS	T	Espectáculos	2	1979.0	3156.0		3838325.46	12113755151.76
434	434	434	434	434	434	434	2014	6	Tetuán	65	VALDEACEDERAS	V	Residencial	12255	1978.0	920137.0		915239517.63	842145744033515.2
435	435	435	435	435	435	435	2014	6	Tetuán	65	VALDEACEDERAS	Y	Sanidad y Beneficencia	7	1985.0	9006.0		8199669.92	73846227299.52
436	436	436	436	436	436	436	2014	6	Tetuán	66	BERRUGUETE	A	Almacén-Estacionamiento	4409	1996.0	202914.0		85057641.79	17259386326176.06
437	437	437	437	437	437	437	2014	6	Tetuán	66	BERRUGUETE	C	Comercial	852	1962.0	105235.0		130627844.09	13746621172811.15
438	438	438	438	438	438	438	2014	6	Tetuán	66	BERRUGUETE	E	Cultural	9	1958.0	19267.0		14439966.71	278214838601.57
439	439	439	439	439	439	439	2014	6	Tetuán	66	BERRUGUETE	G	Ocio y Hostelería	2	1948.0	298.0		350133.74	104339854.52
440	440	440	440	440	440	440	2014	6	Tetuán	66	BERRUGUETE	I	Industrial	128	1961.0	30883.0		21869979.01	675410561765.8301
441	441	441	441	441	441	441	2014	6	Tetuán	66	BERRUGUETE	K	Deportivo	2	1982.0	3587.0		4173094.31	14968889289.97
442	442	442	442	442	442	442	2014	6	Tetuán	66	BERRUGUETE	M	Suelos sin edificar, obras de urbanización y jardinería	92			29282.0	23922200.87	
443	443	443	443	443	443	443	2014	6	Tetuán	66	BERRUGUETE	O	Oficinas	95	1973.0	14214.0		14544194.96	206731187161.44
444	444	444	444	444	444	444	2014	6	Tetuán	66	BERRUGUETE	R	Religioso	5	1973.0	3297.0		2672567.74	8811455838.78
445	445	445	445	445	445	445	2014	6	Tetuán	66	BERRUGUETE	V	Residencial	11690	1970.0	908274.0		1011665372.33	918869354387658.4
446	446	446	446	446	446	446	2014	6	Tetuán	66	BERRUGUETE	Y	Sanidad y Beneficencia	9	1980.0	10330.0		10819267.76	111763035960.8
447	447	447	447	447	447	447	2014	7	Chamberí	71	GAZTAMBIDE	A	Almacén-Estacionamiento	5065	1977.0	251743.0		123807837.22	31167756365274.46
448	448	448	448	448	448	448	2014	7	Chamberí	71	GAZTAMBIDE	C	Comercial	1325	1956.0	175176.0		295786536.08	51814702244350.08
449	449	449	449	449	449	449	2014	7	Chamberí	71	GAZTAMBIDE	E	Cultural	21	1960.0	34303.0		33436456.86	1146970779668.58
450	450	450	450	450	450	450	2014	7	Chamberí	71	GAZTAMBIDE	G	Ocio y Hostelería	4	1969.0	7860.0		15082955.34	118552028972.4
451	451	451	451	451	451	451	2014	7	Chamberí	71	GAZTAMBIDE	I	Industrial	37	1953.0	13249.0		9656047.01	127932966835.49
452	452	452	452	452	452	452	2014	7	Chamberí	71	GAZTAMBIDE	K	Deportivo	3	1944.0	1170.0		1107680.98	1295986746.6
453	453	453	453	453	453	453	2014	7	Chamberí	71	GAZTAMBIDE	M	Suelos sin edificar, obras de urbanización y jardinería	3			1238.0	157793.23	
454	454	454	454	454	454	454	2014	7	Chamberí	71	GAZTAMBIDE	O	Oficinas	214	1967.0	43129.0		63993697.59	2759984183359.1104
455	455	455	455	455	455	455	2014	7	Chamberí	71	GAZTAMBIDE	P	Edificio Singular	1	1924.0	834.0		693501.84	578380534.56
456	456	456	456	456	456	456	2014	7	Chamberí	71	GAZTAMBIDE	R	Religioso	3	1945.0	9995.0		8542522.65	85382513886.75
457	457	457	457	457	457	457	2014	7	Chamberí	71	GAZTAMBIDE	T	Espectáculos	2	1980.0	1748.0		3133448.08	5477267243.84
458	458	458	458	458	458	458	2014	7	Chamberí	71	GAZTAMBIDE	V	Residencial	12895	1956.0	1464429.0		1988130164.32	2911475468404973.0
459	459	459	459	459	459	459	2014	7	Chamberí	71	GAZTAMBIDE	Y	Sanidad y Beneficencia	65	1968.0	49570.0		56956033.01	2823310556305.7
460	460	460	460	460	460	460	2014	7	Chamberí	72	ARAPILES	A	Almacén-Estacionamiento	2344	1977.0	204900.0		102443416.19	20990655977331.0
461	461	461	461	461	461	461	2014	7	Chamberí	72	ARAPILES	C	Comercial	1014	1950.0	155667.0		236778608.3	36858615618236.1
462	462	462	462	462	462	462	2014	7	Chamberí	72	ARAPILES	E	Cultural	33	1950.0	42104.0		42939401.76	1807920571703.04
463	463	463	463	463	463	463	2014	7	Chamberí	72	ARAPILES	G	Ocio y Hostelería	17	1959.0	23103.0		41506983.96	958935850427.88
464	464	464	464	464	464	464	2014	7	Chamberí	72	ARAPILES	I	Industrial	27	1953.0	88538.0		71750213.17	6352620373645.46
465	465	465	465	465	465	465	2014	7	Chamberí	72	ARAPILES	K	Deportivo	5	1957.0	2593.0		2068237.73	5362940433.89
466	466	466	466	466	466	466	2014	7	Chamberí	72	ARAPILES	O	Oficinas	380	1964.0	106035.0		177181188.47	18787407319416.45
467	467	467	467	467	467	467	2014	7	Chamberí	72	ARAPILES	P	Edificio Singular	3	1952.0	3062.0		3402741.8	10419195391.6
468	468	468	468	468	468	468	2014	7	Chamberí	72	ARAPILES	R	Religioso	2	1940.0	1503.0		1322640.74	1987929032.22
469	469	469	469	469	469	469	2014	7	Chamberí	72	ARAPILES	T	Espectáculos	5	1976.0	40925.0		61274984.89	2507678756623.25
470	470	470	470	470	470	470	2014	7	Chamberí	72	ARAPILES	V	Residencial	13344	1951.0	1389626.0		1906840277.46	2649794827405630.0
471	471	471	471	471	471	471	2014	7	Chamberí	72	ARAPILES	Y	Sanidad y Beneficencia	6	1943.0	14794.0		13510460.21	199873748346.74
472	472	472	472	472	472	472	2014	7	Chamberí	73	TRAFALGAR	A	Almacén-Estacionamiento	3345	1982.0	193720.0		96084277.97	18613446328348.4
473	473	473	473	473	473	473	2014	7	Chamberí	73	TRAFALGAR	C	Comercial	1181	1948.0	196272.0		296566803.78	58207759711508.16
474	474	474	474	474	474	474	2014	7	Chamberí	73	TRAFALGAR	E	Cultural	19	1960.0	38292.0		42202595.57	1616021789566.44
475	475	475	475	475	475	475	2014	7	Chamberí	73	TRAFALGAR	G	Ocio y Hostelería	8	1972.0	23602.0		45151000.58	1065653915689.16
476	476	476	476	476	476	476	2014	7	Chamberí	73	TRAFALGAR	I	Industrial	33	1954.0	25010.0		20986251.73	524866155767.3
477	477	477	477	477	477	477	2014	7	Chamberí	73	TRAFALGAR	K	Deportivo	2	1966.0	685.0		495451.76	339384455.6
478	478	478	478	478	478	478	2014	7	Chamberí	73	TRAFALGAR	M	Suelos sin edificar, obras de urbanización y jardinería	6			2419.0	6903635.0	
479	479	479	479	479	479	479	2014	7	Chamberí	73	TRAFALGAR	O	Oficinas	637	1961.0	240866.0		375042009.31	90334868614462.44
480	480	480	480	480	480	480	2014	7	Chamberí	73	TRAFALGAR	P	Edificio Singular	4	1954.0	27221.0		33817765.67	920553399303.07
481	481	481	481	481	481	481	2014	7	Chamberí	73	TRAFALGAR	R	Religioso	6	1953.0	12193.0		11880944.27	144864353484.11
482	482	482	482	482	482	482	2014	7	Chamberí	73	TRAFALGAR	T	Espectáculos	6	1960.0	18204.0		31760336.22	578165160548.88
483	483	483	483	483	483	483	2014	7	Chamberí	73	TRAFALGAR	V	Residencial	13286	1950.0	1404739.0		1929589821.61	2710570076418609.0
484	484	484	484	484	484	484	2014	7	Chamberí	73	TRAFALGAR	Y	Sanidad y Beneficencia	13	1958.0	25569.0		28960361.95	740487494699.5499
485	485	485	485	485	485	485	2014	7	Chamberí	74	ALMAGRO	A	Almacén-Estacionamiento	4902	1977.0	328098.0		207599878.95	68113105083737.09
486	486	486	486	486	486	486	2014	7	Chamberí	74	ALMAGRO	C	Comercial	718	1953.0	141660.0		256389757.31	36320173020534.6
487	487	487	487	487	487	487	2014	7	Chamberí	74	ALMAGRO	E	Cultural	51	1962.0	139033.0		165697176.55	23037375547276.152
488	488	488	488	488	488	488	2014	7	Chamberí	74	ALMAGRO	G	Ocio y Hostelería	125	1986.0	69161.0		159256285.65	11014323971839.65
489	489	489	489	489	489	489	2014	7	Chamberí	74	ALMAGRO	I	Industrial	20	1959.0	18604.0		16954932.83	315429570369.31995
490	490	490	490	490	490	490	2014	7	Chamberí	74	ALMAGRO	K	Deportivo	4	1970.0	3298.0		3726549.62	12290160646.76
491	491	491	491	491	491	491	2014	7	Chamberí	74	ALMAGRO	M	Suelos sin edificar, obras de urbanización y jardinería	2			4347.0	5086422.6	
492	492	492	492	492	492	492	2014	7	Chamberí	74	ALMAGRO	O	Oficinas	960	1960.0	616055.0		1336963309.19	823642931443045.5
493	493	493	493	493	493	493	2014	7	Chamberí	74	ALMAGRO	P	Edificio Singular	29	1956.0	113148.0		158091917.66	17887784299393.68
494	494	494	494	494	494	494	2014	7	Chamberí	74	ALMAGRO	R	Religioso	8	1945.0	31830.0		30323265.56	965189542774.8
495	495	495	495	495	495	495	2014	7	Chamberí	74	ALMAGRO	V	Residencial	8940	1957.0	1606078.0		2603884787.5	4182042071738425.0
496	496	496	496	496	496	496	2014	7	Chamberí	74	ALMAGRO	Y	Sanidad y Beneficencia	23	1956.0	54314.0		65528599.01	3559120326629.14
497	497	497	497	497	497	497	2014	7	Chamberí	75	RIOS ROSAS	A	Almacén-Estacionamiento	4464	1986.0	288702.0		149577263.4	43183255098106.805
498	498	498	498	498	498	498	2014	7	Chamberí	75	RIOS ROSAS	C	Comercial	1008	1955.0	138202.0		201577311.95	27858387666113.9
499	499	499	499	499	499	499	2014	7	Chamberí	75	RIOS ROSAS	E	Cultural	14	1956.0	81293.0		96445042.91	7840306873282.63
500	500	500	500	500	500	500	2014	7	Chamberí	75	RIOS ROSAS	G	Ocio y Hostelería	5	1977.0	40125.0		79298121.58	3181837128397.5
501	501	501	501	501	501	501	2014	7	Chamberí	75	RIOS ROSAS	I	Industrial	25	1962.0	98267.0		43942046.91	4318053123704.9697
502	502	502	502	502	502	502	2014	7	Chamberí	75	RIOS ROSAS	K	Deportivo	2	1950.0	567.0		265113.54	150319377.17999998
503	503	503	503	503	503	503	2014	7	Chamberí	75	RIOS ROSAS	M	Suelos sin edificar, obras de urbanización y jardinería	3			10195.0	120322.0	
504	504	504	504	504	504	504	2014	7	Chamberí	75	RIOS ROSAS	O	Oficinas	663	1967.0	279459.0		458439286.6	128114984593949.4
505	505	505	505	505	505	505	2014	7	Chamberí	75	RIOS ROSAS	P	Edificio Singular	16	1968.0	257239.0		372222093.59	95750039132998.0
506	506	506	506	506	506	506	2014	7	Chamberí	75	RIOS ROSAS	R	Religioso	3	1956.0	10218.0		13438628.77	137315908771.86
507	507	507	507	507	507	507	2014	7	Chamberí	75	RIOS ROSAS	V	Residencial	14079	1956.0	1545038.0		2244318311.84	3467557075888650.0
508	508	508	508	508	508	508	2014	7	Chamberí	75	RIOS ROSAS	Y	Sanidad y Beneficencia	17	1952.0	23383.0		22368928.31	523052650672.73
509	509	509	509	509	509	509	2014	7	Chamberí	76	VALLEHERMOSO	A	Almacén-Estacionamiento	2655	1982.0	252739.0		118767277.06	30017122836867.34
510	510	510	510	510	510	510	2014	7	Chamberí	76	VALLEHERMOSO	C	Comercial	596	1960.0	101335.0		184945824.77	18741485153067.95
511	511	511	511	511	511	511	2014	7	Chamberí	76	VALLEHERMOSO	E	Cultural	51	1962.0	175060.0		221798663.39	38828074013053.4
512	512	512	512	512	512	512	2014	7	Chamberí	76	VALLEHERMOSO	I	Industrial	16	1959.0	2316.0		1759217.17	4074346965.72
513	513	513	513	513	513	513	2014	7	Chamberí	76	VALLEHERMOSO	K	Deportivo	6	1980.0	104086.0		106442409.43	11079164627930.98
514	514	514	514	514	514	514	2014	7	Chamberí	76	VALLEHERMOSO	M	Suelos sin edificar, obras de urbanización y jardinería	4			7461.0	583181.0	
515	515	515	515	515	515	515	2014	7	Chamberí	76	VALLEHERMOSO	O	Oficinas	371	1966.0	83520.0		147446792.07	12314756073686.398
516	516	516	516	516	516	516	2014	7	Chamberí	76	VALLEHERMOSO	P	Edificio Singular	6	1962.0	251900.0		341540692.13	86034100347547.0
517	517	517	517	517	517	517	2014	7	Chamberí	76	VALLEHERMOSO	R	Religioso	28	1961.0	49584.0		48853816.16	2422367620477.44
518	518	518	518	518	518	518	2014	7	Chamberí	76	VALLEHERMOSO	V	Residencial	9891	1963.0	1258041.0		2105655277.96	2649000671540076.5
519	519	519	519	519	519	519	2014	7	Chamberí	76	VALLEHERMOSO	Y	Sanidad y Beneficencia	14	1968.0	62033.0		99961102.71	6200887084409.43
520	520	520	520	520	520	520	2014	8	Fuencarral - El Pardo	81	EL PARDO	A	Almacén-Estacionamiento	57	1990.0	3077.0		542497.54	1669264930.5800002
521	521	521	521	521	521	521	2014	8	Fuencarral - El Pardo	81	EL PARDO	C	Comercial	79	1957.0	8392.0		8998500.47	75515415944.24
522	522	522	522	522	522	522	2014	8	Fuencarral - El Pardo	81	EL PARDO	E	Cultural	4	1950.0	4523.0		3721541.36	16832531571.28
523	523	523	523	523	523	523	2014	8	Fuencarral - El Pardo	81	EL PARDO	G	Ocio y Hostelería	9	1953.0	3038.0		3154183.22	9582408622.36
524	524	524	524	524	524	524	2014	8	Fuencarral - El Pardo	81	EL PARDO	I	Industrial	10	1956.0	6049.0		3776877.93	22846334598.57
525	525	525	525	525	525	525	2014	8	Fuencarral - El Pardo	81	EL PARDO	K	Deportivo	5	1961.0	153176.0		59622156.57	9132683454766.32
526	526	526	526	526	526	526	2014	8	Fuencarral - El Pardo	81	EL PARDO	M	Suelos sin edificar, obras de urbanización y jardinería	38			753038.0	43707077.14	
527	527	527	527	527	527	527	2014	8	Fuencarral - El Pardo	81	EL PARDO	O	Oficinas	4	1954.0	5866.0		5656747.58	33182481304.28
528	528	528	528	528	528	528	2014	8	Fuencarral - El Pardo	81	EL PARDO	P	Edificio Singular	10	1963.0	249252.0		243622988.11	60723517032393.73
529	529	529	529	529	529	529	2014	8	Fuencarral - El Pardo	81	EL PARDO	R	Religioso	3	1955.0	22584.0		2977606.34	67246261582.56
530	530	530	530	530	530	530	2014	8	Fuencarral - El Pardo	81	EL PARDO	V	Residencial	1458	1960.0	154735.0		158182826.52	24476419661572.203
531	531	531	531	531	531	531	2014	8	Fuencarral - El Pardo	81	EL PARDO	Y	Sanidad y Beneficencia	2	1972.0	131.0		116592.89	15273668.59
532	532	532	532	532	532	532	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	A	Almacén-Estacionamiento	1090	1975.0	36951.0		11547312.0	426684725712.0
533	533	533	533	533	533	533	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	C	Comercial	10	1977.0	2346.0		3532299.19	8286773899.74
534	534	534	534	534	534	534	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	E	Cultural	1	1991.0	24894.0		31283602.54	778774001630.76
535	535	535	535	535	535	535	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	G	Ocio y Hostelería	2	1954.0	6961.0		9409767.08	65501388643.88
536	536	536	536	536	536	536	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	I	Industrial	5	1974.0	159.0		108411.69	17237458.71
537	537	537	537	537	537	537	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	K	Deportivo	3	1966.0	8175.0		5553462.73	45399557817.75
538	538	538	538	538	538	538	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	M	Suelos sin edificar, obras de urbanización y jardinería	26			74200.0	11554749.6	
539	539	539	539	539	539	539	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	O	Oficinas	1	1993.0	3582.0		3157572.18	11310423548.76
540	540	540	540	540	540	540	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	P	Edificio Singular	1	1996.0	6691.0		7991778.38	53472989140.58
541	541	541	541	541	541	541	2014	8	Fuencarral - El Pardo	82	FUENTELARREINA	V	Residencial	1293	1972.0	344979.0		419925564.47	144865501305296.12
542	542	542	542	542	542	542	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	A	Almacén-Estacionamiento	7527	1992.0	351598.0		110578146.58	38879055181234.84
543	543	543	543	543	543	543	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	C	Comercial	845	1977.0	90930.0		95107492.95	8648124333943.5
544	544	544	544	544	544	544	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	E	Cultural	24	1974.0	93023.0		72174994.56	6713934518954.88
545	545	545	545	545	545	545	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	G	Ocio y Hostelería	3	1959.0	994.0		1202144.55	1194931682.7
546	546	546	546	546	546	546	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	I	Industrial	42	1973.0	9046.0		6079476.4	54994943514.4
547	547	547	547	547	547	547	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	K	Deportivo	34	1987.0	21830.0		10751681.06	234709197539.8
548	548	548	548	548	548	548	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	M	Suelos sin edificar, obras de urbanización y jardinería	329			406849.0	142806428.6	
549	549	549	549	549	549	549	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	O	Oficinas	143	1956.0	73713.0		89979824.55	6632682807054.149
550	550	550	550	550	550	550	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	R	Religioso	15	1977.0	7130.0		7346612.33	52381345912.9
551	551	551	551	551	551	551	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	V	Residencial	19405	1980.0	2287225.0		2637539568.48	6032646439516668.0
552	552	552	552	552	552	552	2014	8	Fuencarral - El Pardo	83	PEÑA GRANDE	Y	Sanidad y Beneficencia	29	1988.0	75545.0		94834920.13	7164304041220.85
553	553	553	553	553	553	553	2014	8	Fuencarral - El Pardo	84	EL PILAR	A	Almacén-Estacionamiento	3526	1978.0	200498.0		57514245.42	11531491178219.16
554	554	554	554	554	554	554	2014	8	Fuencarral - El Pardo	84	EL PILAR	C	Comercial	2115	1970.0	388218.0		595919865.76	231346818445615.7
555	555	555	555	555	555	555	2014	8	Fuencarral - El Pardo	84	EL PILAR	E	Cultural	51	1969.0	84293.0		67811753.65	5716056150419.45
556	556	556	556	556	556	556	2014	8	Fuencarral - El Pardo	84	EL PILAR	G	Ocio y Hostelería	4	1973.0	1358.0		1434538.77	1948103649.66
557	557	557	557	557	557	557	2014	8	Fuencarral - El Pardo	84	EL PILAR	I	Industrial	72	1970.0	23339.0		20313701.02	474101468105.78
558	558	558	558	558	558	558	2014	8	Fuencarral - El Pardo	84	EL PILAR	K	Deportivo	5	1981.0	11386.0		9122850.12	103872771466.32
559	559	559	559	559	559	559	2014	8	Fuencarral - El Pardo	84	EL PILAR	M	Suelos sin edificar, obras de urbanización y jardinería	13			121891.0	10052756.0	
560	560	560	560	560	560	560	2014	8	Fuencarral - El Pardo	84	EL PILAR	O	Oficinas	117	1967.0	26368.0		34039264.41	897547323962.8799
561	561	561	561	561	561	561	2014	8	Fuencarral - El Pardo	84	EL PILAR	P	Edificio Singular	1	1969.0	972.0		817296.48	794412178.56
562	562	562	562	562	562	562	2014	8	Fuencarral - El Pardo	84	EL PILAR	R	Religioso	2	1973.0	2838.0		2291962.26	6504588893.879999
563	563	563	563	563	563	563	2014	8	Fuencarral - El Pardo	84	EL PILAR	T	Espectáculos	2	1976.0	28385.0		28493727.57	808794457074.45
564	564	564	564	564	564	564	2014	8	Fuencarral - El Pardo	84	EL PILAR	V	Residencial	21367	1969.0	1697186.0		1804682255.9	3062881459161897.0
565	565	565	565	565	565	565	2014	8	Fuencarral - El Pardo	84	EL PILAR	Y	Sanidad y Beneficencia	3	1973.0	1534.0		1356170.45	2080365470.3
566	566	566	566	566	566	566	2014	8	Fuencarral - El Pardo	85	LA PAZ	A	Almacén-Estacionamiento	7932	1983.0	287686.0		109771551.32	31579738513045.52
567	567	567	567	567	567	567	2014	8	Fuencarral - El Pardo	85	LA PAZ	C	Comercial	582	1978.0	67683.0		79337854.59	5369824012214.971
568	568	568	568	568	568	568	2014	8	Fuencarral - El Pardo	85	LA PAZ	E	Cultural	17	1981.0	91619.0		88760663.24	8132163205385.56
569	569	569	569	569	569	569	2014	8	Fuencarral - El Pardo	85	LA PAZ	G	Ocio y Hostelería	3	1999.0	167556.0		346210875.55	58009709463655.805
570	570	570	570	570	570	570	2014	8	Fuencarral - El Pardo	85	LA PAZ	I	Industrial	26	1979.0	6179.0		4487732.42	27729698623.18
571	571	571	571	571	571	571	2014	8	Fuencarral - El Pardo	85	LA PAZ	K	Deportivo	10	1985.0	32361.0		22353747.71	723389629643.31
572	572	572	572	572	572	572	2014	8	Fuencarral - El Pardo	85	LA PAZ	M	Suelos sin edificar, obras de urbanización y jardinería	21			183575.0	26008006.0	
573	573	573	573	573	573	573	2014	8	Fuencarral - El Pardo	85	LA PAZ	O	Oficinas	74	1986.0	447154.0		878419901.42	392788972599558.7
574	574	574	574	574	574	574	2014	8	Fuencarral - El Pardo	85	LA PAZ	P	Edificio Singular	1	1981.0	2649.0		2383174.5	6313029250.5
575	575	575	575	575	575	575	2014	8	Fuencarral - El Pardo	85	LA PAZ	R	Religioso	3	1981.0	2809.0		2589043.88	7272624258.92
576	576	576	576	576	576	576	2014	8	Fuencarral - El Pardo	85	LA PAZ	V	Residencial	13504	1980.0	1718634.0		1980383327.28	3403554119296535.5
577	577	577	577	577	577	577	2014	8	Fuencarral - El Pardo	85	LA PAZ	Y	Sanidad y Beneficencia	23	1983.0	277236.0		308736887.68	85592979792852.48
578	578	578	578	578	578	578	2014	8	Fuencarral - El Pardo	86	VALVERDE	A	Almacén-Estacionamiento	18876	2003.0	644566.0		236204943.36	152249675521781.78
579	579	579	579	579	579	579	2014	8	Fuencarral - El Pardo	86	VALVERDE	C	Comercial	1287	1986.0	205735.0		246924220.26	50800954455191.1
580	580	580	580	580	580	580	2014	8	Fuencarral - El Pardo	86	VALVERDE	E	Cultural	30	1986.0	125073.0		121047852.48	15139818053231.04
